Row ID+O6G3A1:R6,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Returned
210.0,CA-2020-135860,2020-12-01,2020-12-07,Standard Class,JH-15985,Joseph Holt,Consumer,United States,Saginaw,Michigan,Central,OFF-FA-10000134,Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head",52.29,9.0,16.209899999999998,
211.0,CA-2020-135860,2020-12-01,2020-12-07,Standard Class,JH-15985,Joseph Holt,Consumer,United States,Saginaw,Michigan,Central,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",91.99,1.0,3.6795999999999935,
218.0,CA-2019-130162,2019-10-28,2019-11-01,Standard Class,JH-15910,Jonathan Howell,Consumer,United States,Los Angeles,California,West,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",93.06,6.0,26.056800000000003,
219.0,CA-2019-130162,2019-10-28,2019-11-01,Standard Class,JH-15910,Jonathan Howell,Consumer,United States,Los Angeles,California,West,TEC-PH-10002563,Technology,Phones,Adtran 1202752G1,302.376,3.0,22.678200000000015,
232.0,US-2020-100930,2020-04-07,2020-04-12,Standard Class,CS-12400,Christopher Schild,Home Office,United States,Tampa,Florida,South,FUR-TA-10001705,Furniture,Tables,Bush Advantage Collection Round Conference Table,233.86,2.0,-102.04800000000004,
233.0,US-2020-100930,2020-04-07,2020-04-12,Standard Class,CS-12400,Christopher Schild,Home Office,United States,Tampa,Florida,South,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,620.6145000000001,3.0,-248.24579999999992,
234.0,US-2020-100930,2020-04-07,2020-04-12,Standard Class,CS-12400,Christopher Schild,Home Office,United States,Tampa,Florida,South,OFF-BI-10001679,Office Supplies,Binders,GBC Instant Index System for Binding Systems,5.328000000000001,2.0,-3.5519999999999996,
235.0,US-2020-100930,2020-04-07,2020-04-12,Standard Class,CS-12400,Christopher Schild,Home Office,United States,Tampa,Florida,South,FUR-FU-10004017,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",258.072,3.0,0.0,
236.0,US-2020-100930,2020-04-07,2020-04-12,Standard Class,CS-12400,Christopher Schild,Home Office,United States,Tampa,Florida,South,TEC-AC-10003832,Technology,Accessories,Logitech P710e Mobile Speakerphone,617.9760000000001,3.0,-7.724700000000098,
237.0,CA-2020-160514,2020-11-12,2020-11-16,Standard Class,DB-13120,David Bremer,Corporate,United States,Santa Clara,California,West,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),10.56,2.0,4.752,
238.0,CA-2019-157749,2019-06-04,2019-06-09,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,Central,OFF-PA-10003349,Office Supplies,Paper,Xerox 1957,25.920000000000005,5.0,9.396,
239.0,CA-2019-157749,2019-06-04,2019-06-09,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,Central,FUR-FU-10000576,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,419.68000000000006,5.0,-356.72799999999995,
240.0,CA-2019-157749,2019-06-04,2019-06-09,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,Central,FUR-FU-10004351,Furniture,Furnishings,Staple-based wall hangings,11.688,3.0,-4.6751999999999985,
241.0,CA-2019-157749,2019-06-04,2019-06-09,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,Central,TEC-PH-10000011,Technology,Phones,PureGear Roll-On Screen Protector,31.984,2.0,11.194399999999998,
242.0,CA-2019-157749,2019-06-04,2019-06-09,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,Central,FUR-TA-10002607,Furniture,Tables,KI Conference Tables,177.225,5.0,-120.51299999999998,
243.0,CA-2019-157749,2019-06-04,2019-06-09,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,Central,FUR-FU-10002505,Furniture,Furnishings,Eldon 100 Class Desk Accessories,4.0440000000000005,3.0,-2.8307999999999995,
244.0,CA-2019-157749,2019-06-04,2019-06-09,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,Central,OFF-AR-10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",7.408,2.0,1.2037999999999995,
250.0,CA-2019-154739,2019-12-10,2019-12-15,Second Class,LH-17155,Logan Haushalter,Consumer,United States,San Francisco,California,West,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",321.568,2.0,28.137200000000007,
251.0,CA-2019-145625,2019-09-11,2019-09-17,Standard Class,KC-16540,Kelly Collister,Consumer,United States,San Diego,California,West,OFF-PA-10004569,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",7.61,1.0,3.5767,
252.0,CA-2019-145625,2019-09-11,2019-09-17,Standard Class,KC-16540,Kelly Collister,Consumer,United States,San Diego,California,West,TEC-AC-10003832,Technology,Accessories,Logitech P710e Mobile Speakerphone,3347.37,13.0,636.0002999999997,
253.0,CA-2019-146941,2019-12-10,2019-12-13,First Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,East,OFF-ST-10001228,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",80.58,6.0,22.562400000000004,
254.0,CA-2019-146941,2019-12-10,2019-12-13,First Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,East,OFF-EN-10003296,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,361.92,4.0,162.864,
259.0,CA-2020-163139,2020-12-01,2020-12-03,Second Class,CC-12670,Craig Carreira,Consumer,United States,New York City,New York,East,TEC-AC-10000290,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,20.37,3.0,6.925800000000001,
260.0,CA-2020-163139,2020-12-01,2020-12-03,Second Class,CC-12670,Craig Carreira,Consumer,United States,New York City,New York,East,OFF-ST-10002790,Office Supplies,Storage,Safco Industrial Shelving,221.55,3.0,6.646500000000017,
261.0,CA-2020-163139,2020-12-01,2020-12-03,Second Class,CC-12670,Craig Carreira,Consumer,United States,New York City,New York,East,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,17.52,5.0,6.131999999999999,
262.0,US-2020-155299,2020-06-08,2020-06-12,Standard Class,Dl-13600,Dorris liebe,Corporate,United States,Pasadena,Texas,Central,OFF-AP-10002203,Office Supplies,Appliances,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,1.6239999999999994,2.0,-4.466,
265.0,CA-2019-125318,2019-06-06,2019-06-13,Standard Class,RC-19825,Roy Collins,Consumer,United States,Chicago,Illinois,Central,TEC-PH-10001433,Technology,Phones,Cisco Small Business SPA 502G VoIP phone,328.224,4.0,28.7196,
267.0,CA-2020-136826,2020-06-16,2020-06-20,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,Chapel Hill,North Carolina,South,OFF-AR-10003602,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",14.015999999999998,3.0,4.7303999999999995,
268.0,CA-2019-111010,2019-01-22,2019-01-28,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Morristown,New Jersey,East,OFF-FA-10003472,Office Supplies,Fasteners,Bagged Rubber Bands,7.56,6.0,0.3024,
269.0,US-2020-145366,2020-12-09,2020-12-13,Standard Class,CA-12310,Christine Abelman,Corporate,United States,Cincinnati,Ohio,East,OFF-ST-10004180,Office Supplies,Storage,Safco Commercial Shelving,37.208,1.0,-7.441600000000001,
270.0,US-2020-145366,2020-12-09,2020-12-13,Standard Class,CA-12310,Christine Abelman,Corporate,United States,Cincinnati,Ohio,East,OFF-EN-10004386,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",57.576,3.0,21.591,
271.0,CA-2020-163979,2020-12-28,2019-01-02,Second Class,KH-16690,Kristen Hastings,Corporate,United States,San Francisco,California,West,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,725.84,4.0,210.4935999999999,
275.0,CA-2020-118136,2020-09-16,2020-09-17,First Class,BB-10990,Barry Blumstein,Corporate,United States,Inglewood,California,West,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",8.82,2.0,4.0572,
276.0,CA-2020-118136,2020-09-16,2020-09-17,First Class,BB-10990,Barry Blumstein,Corporate,United States,Inglewood,California,West,OFF-AR-10001427,Office Supplies,Art,Newell 330,5.98,1.0,1.5548000000000002,
277.0,CA-2020-132976,2020-10-13,2020-10-17,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-PA-10000673,Office Supplies,Paper,"Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad",11.648,2.0,4.0768,
278.0,CA-2020-132976,2020-10-13,2020-10-17,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-PA-10004470,Office Supplies,Paper,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",18.176,4.0,5.907199999999999,
279.0,CA-2020-132976,2020-10-13,2020-10-17,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-ST-10000876,Office Supplies,Storage,Eldon Simplefile Box Office,59.712,6.0,5.9712,
280.0,CA-2020-132976,2020-10-13,2020-10-17,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-LA-10002043,Office Supplies,Labels,Avery 489,24.839999999999996,3.0,8.694,
287.0,CA-2019-112697,2019-12-18,2019-12-20,Second Class,AH-10195,Alan Haines,Corporate,United States,Tamarac,Florida,South,OFF-BI-10000778,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine,254.058,7.0,-169.3719999999999,
288.0,CA-2019-112697,2019-12-18,2019-12-20,Second Class,AH-10195,Alan Haines,Corporate,United States,Tamarac,Florida,South,OFF-AP-10002684,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",194.528,2.0,24.315999999999978,
289.0,CA-2019-112697,2019-12-18,2019-12-20,Second Class,AH-10195,Alan Haines,Corporate,United States,Tamarac,Florida,South,OFF-SU-10000646,Office Supplies,Supplies,Premier Automatic Letter Opener,961.48,5.0,-204.31449999999995,
290.0,CA-2019-110772,2019-11-20,2019-11-24,Second Class,NZ-18565,Nick Zandusky,Home Office,United States,Columbus,Ohio,East,OFF-FA-10002983,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,19.096,7.0,6.683599999999999,
291.0,CA-2019-110772,2019-11-20,2019-11-24,Second Class,NZ-18565,Nick Zandusky,Home Office,United States,Columbus,Ohio,East,OFF-LA-10004689,Office Supplies,Labels,Avery 512,18.496,8.0,6.2424,
292.0,CA-2019-110772,2019-11-20,2019-11-24,Second Class,NZ-18565,Nick Zandusky,Home Office,United States,Columbus,Ohio,East,TEC-AC-10002001,Technology,Accessories,Logitech Wireless Gaming Headset G930,255.98400000000004,2.0,54.39660000000001,
293.0,CA-2019-110772,2019-11-20,2019-11-24,Second Class,NZ-18565,Nick Zandusky,Home Office,United States,Columbus,Ohio,East,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",86.97,3.0,-48.703199999999995,
299.0,CA-2019-142545,2019-10-28,2019-11-03,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,East,OFF-PA-10002105,Office Supplies,Paper,Xerox 223,32.400000000000006,5.0,15.552,
300.0,CA-2019-142545,2019-10-28,2019-11-03,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,East,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",1082.48,8.0,10.824800000000096,
301.0,CA-2019-142545,2019-10-28,2019-11-03,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,East,OFF-PA-10004243,Office Supplies,Paper,Xerox 1939,56.91,3.0,27.316799999999997,
302.0,CA-2019-142545,2019-10-28,2019-11-03,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,East,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",77.6,4.0,38.023999999999994,
303.0,CA-2019-142545,2019-10-28,2019-11-03,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,East,OFF-BI-10002706,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,14.28,1.0,6.5687999999999995,
304.0,US-2020-152380,2020-11-19,2020-11-23,Standard Class,JH-15910,Jonathan Howell,Consumer,United States,Chicago,Illinois,Central,FUR-TA-10002533,Furniture,Tables,BPI Conference Tables,219.075,3.0,-131.44500000000005,
309.0,CA-2020-126774,2020-04-15,2020-04-17,First Class,SH-20395,Shahid Hopkins,Consumer,United States,Arlington,Virginia,South,OFF-AR-10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils,4.89,1.0,2.0049,
310.0,CA-2019-142902,2019-09-12,2019-09-14,Second Class,BP-11185,Ben Peterman,Corporate,United States,Arvada,Colorado,West,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,15.136000000000005,4.0,3.594800000000001,
311.0,CA-2019-142902,2019-09-12,2019-09-14,Second Class,BP-11185,Ben Peterman,Corporate,United States,Arvada,Colorado,West,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,466.768,2.0,52.51139999999998,
312.0,CA-2019-142902,2019-09-12,2019-09-14,Second Class,BP-11185,Ben Peterman,Corporate,United States,Arvada,Colorado,West,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",15.232,1.0,1.7135999999999978,
313.0,CA-2019-142902,2019-09-12,2019-09-14,Second Class,BP-11185,Ben Peterman,Corporate,United States,Arvada,Colorado,West,OFF-LA-10000634,Office Supplies,Labels,Avery 509,6.264,3.0,2.0358,
324.0,CA-2019-162138,2019-04-23,2019-04-27,Standard Class,GK-14620,Grace Kelly,Corporate,United States,Hesperia,California,West,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,251.52,6.0,81.744,
325.0,CA-2019-162138,2019-04-23,2019-04-27,Standard Class,GK-14620,Grace Kelly,Corporate,United States,Hesperia,California,West,TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset h800,99.99,1.0,34.9965,
326.0,CA-2020-153339,2020-11-03,2020-11-05,Second Class,DJ-13510,Don Jones,Corporate,United States,Murfreesboro,Tennessee,South,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,15.992,1.0,0.999499999999999,
327.0,US-2019-141544,2019-08-30,2019-09-01,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,290.898,3.0,-67.8762,
328.0,US-2019-141544,2019-08-30,2019-09-01,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",54.224,2.0,3.3889999999999993,
329.0,US-2019-141544,2019-08-30,2019-09-01,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,East,FUR-CH-10003312,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,786.744,4.0,-258.5016000000001,
330.0,US-2019-141544,2019-08-30,2019-09-01,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,100.24,10.0,33.83099999999999,
331.0,US-2019-141544,2019-08-30,2019-09-01,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,37.76400000000001,6.0,-27.693600000000004,
332.0,US-2019-150147,2019-04-25,2019-04-29,Second Class,JL-15850,John Lucas,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,82.8,2.0,-20.700000000000003,
333.0,US-2019-150147,2019-04-25,2019-04-29,Second Class,JL-15850,John Lucas,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-BI-10001153,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,20.724000000000004,2.0,-13.815999999999995,
334.0,US-2019-150147,2019-04-25,2019-04-29,Second Class,JL-15850,John Lucas,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,4.896000000000001,3.0,-3.427199999999999,
346.0,CA-2020-169901,2020-06-15,2020-06-19,Standard Class,CC-12550,Clay Cheatham,Consumer,United States,San Francisco,California,West,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,47.976,3.0,4.797600000000003,
347.0,CA-2020-134306,2020-07-08,2020-07-12,Standard Class,TD-20995,Tamara Dahlen,Consumer,United States,Lowell,Massachusetts,East,OFF-AR-10004027,Office Supplies,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",7.56,3.0,3.099600000000001,
348.0,CA-2020-134306,2020-07-08,2020-07-12,Standard Class,TD-20995,Tamara Dahlen,Consumer,United States,Lowell,Massachusetts,East,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,24.56,2.0,11.5432,
349.0,CA-2020-134306,2020-07-08,2020-07-12,Standard Class,TD-20995,Tamara Dahlen,Consumer,United States,Lowell,Massachusetts,East,OFF-AR-10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",12.96,2.0,4.1472,
350.0,CA-2019-129714,2019-09-01,2019-09-03,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,East,TEC-AC-10000290,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,6.79,1.0,2.3086,
351.0,CA-2019-129714,2019-09-01,2019-09-03,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,24.56,2.0,11.5432,
352.0,CA-2019-129714,2019-09-01,2019-09-03,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,East,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,3.048,1.0,1.0668,
353.0,CA-2019-129714,2019-09-01,2019-09-03,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,49.12,4.0,23.0864,
354.0,CA-2019-129714,2019-09-01,2019-09-03,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,East,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,4355.168000000001,4.0,1415.4295999999997,
355.0,CA-2019-138520,2019-04-08,2019-04-13,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,East,FUR-BO-10002268,Furniture,Bookcases,Sauder Barrister Bookcases,388.70400000000006,6.0,-4.858800000000002,
356.0,CA-2019-138520,2019-04-08,2019-04-13,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,East,OFF-EN-10001137,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",8.26,2.0,3.7996,
357.0,CA-2019-138520,2019-04-08,2019-04-13,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,East,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",17.04,4.0,6.9864,
358.0,CA-2019-138520,2019-04-08,2019-04-13,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,East,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",34.4,5.0,15.823999999999998,
359.0,CA-2019-130001,2019-04-23,2019-04-28,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Charlotte,North Carolina,South,OFF-PA-10002666,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,36.24000000000001,5.0,11.324999999999996,
